Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
TRPA1	ANKTM1	ENSG00000104321	"Transient receptor potential cation channel subfamily A member 1"	O75762	8	72019917-72075584	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Sensory transduction, Transport"	"Calcium channel, Ion channel"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"intestine: 8.9;stomach 1: 10.0;urinary bladder: 26.8"	"Group enriched"	"Detected in some"	4	"Early spermatids: 16.0;Intestinal goblet cells: 31.9"	"Cell type enhanced"	"Detected in many"		"hippocampal dentate gyrus: 14.5;pericyte: 10.3"	"Cancer enhanced"	"Detected in many"		"Breast Invasive Carcinoma (TCGA): 7.5"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 7.2"	"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"										NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 51: Neurons - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 16: Intestinal goblet cells - Mucin production"					"unprognostic (8.87e-3)"	"unprognostic (2.34e-1)"	"unprognostic (3.65e-1)"		"unprognostic (7.23e-3)"	"unprognostic (1.02e-1)"					"potential prognostic favorable (2.64e-5)"	"unprognostic (6.68e-2)"	"unprognostic (2.66e-2)"					"unprognostic (1.74e-2)"	"unprognostic (3.60e-2)"			"unprognostic (6.90e-2)"	"unprognostic (1.92e-1)"		"unprognostic (3.17e-2)"	"unprognostic (4.17e-2)"		"unprognostic (4.47e-2)"	"unprognostic (3.27e-1)"		
TRPC1	HTRP-1	ENSG00000144935	"Transient receptor potential cation channel subfamily C member 1"	P48995	3	142724034-142807888	"Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Group enriched"	"Detected in many"	7	"Astrocytes: 88.9;Excitatory neurons: 139.6;Inhibitory neurons: 176.7;Microglial cells: 47.4;Oligodendrocyte precursor cells: 145.3;Oligodendrocytes: 153.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatic stellate cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB009387, HPA021130"	Supported		Approved	Vesicles			NA	NA				"Cluster 64: Neuronal - Transcription"	"Cluster 37: Neurons - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 69: Neurons - Neuronal signaling"	14	Vesicles		"CAB009387: AB_2240941, HPA021130: AB_1858361"	"unprognostic (4.45e-2)"	"unprognostic (7.92e-2)"	"unprognostic (2.58e-1)"	"unprognostic (1.53e-2)"		"unprognostic (1.16e-1)"	"unprognostic (2.30e-1)"	"unprognostic (3.75e-2)"		"unprognostic (2.96e-1)"	"unprognostic (1.86e-1)"	"unprognostic (6.85e-2)"	"unprognostic (3.58e-2)"		"potential prognostic unfavorable (6.02e-4)"	"unprognostic (3.54e-2)"	"unprognostic (1.50e-1)"	"unprognostic (1.48e-1)"	"unprognostic (1.37e-1)"	"unprognostic (5.72e-2)"	"unprognostic (7.35e-2)"	"unprognostic (9.18e-3)"	"unprognostic (3.19e-2)"	"unprognostic (1.21e-1)"		"potential prognostic favorable (5.96e-4)"	"unprognostic (6.20e-2)"	"unprognostic (6.16e-3)"	"unprognostic (3.20e-1)"	"unprognostic (7.39e-2)"	"potential prognostic unfavorable (9.75e-5)"
TRPC3		ENSG00000138741	"Transient receptor potential cation channel subfamily C member 3"	Q13507	4	121874481-121952060	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"	"Disease variant, Neurodegeneration, Spinocerebellar ataxia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 5.1;pituitary gland: 7.2;retina: 3.7"	"Cell type enhanced"	"Detected in some"		"Cone photoreceptor cells: 30.6;Excitatory neurons: 17.5;Inhibitory neurons: 78.4;Oligodendrocyte precursor cells: 31.6;Rod photoreceptor cells: 52.3"	"Cell type enriched"	"Detected in many"	6	"pericyte: 950.2"	"Cancer enhanced"	"Detected in single"		"Kidney Chromophobe (TCGA): 2.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in single"			"Breast - Endothelial cells, Testis - Spermatogonia"	"Region enhanced"	"Detected in all"		"cerebellum: 57.8"	"Low region specificity"	"Detected in all"										NA	NA				"Cluster 28: Neuronal - Transcription"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 65: Neurons - Synaptic function"	6						"unprognostic (6.57e-2)"					"potential prognostic favorable (2.30e-4)"		"unprognostic (3.67e-2)"																					
TRPC4	"HTRP4, TRP4"	ENSG00000133107	"Transient receptor potential cation channel subfamily C member 4"	Q9UBN4	13	37632063-37869802	"Plasma proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"endometrium 1: 11.5;seminal vesicle: 8.7;smooth muscle: 12.2"	"Cell type enriched"	"Detected in some"	4	"Inhibitory neurons: 128.2"	"Cell type enhanced"	"Detected in many"		"hippocampal CA1-3: 411.7;pericyte: 396.7"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"thyroid cancer: 9.8"	"Adipose subcutaneous - Smooth muscle cells, Skeletal muscle - Endothelial cells, Spleen - Smooth muscle cells"	"Region enhanced"	"Detected in many"		"basal ganglia: 43.1"	"Low region specificity"	"Detected in all"										NA	NA				"Cluster 62: Connective tissue - ECM organization"	"Cluster 14: Neurons - Synaptic function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 8: Neurons - Neuronal signaling"	6						"unprognostic (2.92e-1)"			"unprognostic (9.31e-3)"	"unprognostic (1.24e-1)"	"unprognostic (2.76e-1)"			"unprognostic (1.86e-3)"	"potential prognostic favorable (5.69e-4)"							"unprognostic (9.77e-3)"			"unprognostic (1.71e-2)"	"unprognostic (1.10e-1)"	"unprognostic (1.25e-1)"		"unprognostic (1.15e-1)"					
TRPC5	PPP1R159	ENSG00000072315	"Transient receptor potential cation channel subfamily C member 5"	Q9UL62	X	111768011-112082776	"Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in single"		"brain: 1.4"	"Group enriched"	"Detected in some"	6	"Excitatory neurons: 44.6;Inhibitory neurons: 75.7;Oligodendrocytes: 35.6"	"Cell type enhanced"	"Detected in all"		"cerebellar inhibitory: 372.8;midbrain-derived inhibitory: 346.7"	"Cancer enriched"	"Detected in single"	9	"Thyroid Carcinoma (TCGA): 8.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 1: Neurons - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 8: Neurons - Neuronal signaling"	3											"unprognostic (8.15e-3)"																						"unprognostic (1.41e-2)"	
TRPC6	"FSGS2, TRP6"	ENSG00000137672	"Transient receptor potential cation channel subfamily C member 6"	Q9Y210	11	101451564-101872562	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 12.9;placenta: 20.1"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 18.6;Inhibitory neurons: 45.0;Microglial cells: 11.6;Smooth muscle cells: 21.1"	"Cell type enhanced"	"Detected in many"		"ependymal cell: 250.7"	"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 7.4"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	6	"eosinophil: 2.3"	"Lineage enriched"	"Detected in single"	6	"granulocytes: 2.3"	"Cancer enhanced"	"Detected in some"		"ovarian cancer: 1.4;testis cancer: 1.9"	"Adipose subcutaneous - Endothelial cells, Minor Salivary Gland - Endothelial cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA045098	Approved						NA	NA			"Cluster 25: Non-specific - Unknown function"	"Cluster 58: Placenta - Pregnancy"	"Cluster 17: Choroid plexus - Cilium"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 69: Neurons - Neuronal signaling"	6			"HPA045098: AB_10959600"		"unprognostic (1.06e-1)"	"unprognostic (5.46e-2)"			"unprognostic (2.11e-1)"	"unprognostic (3.86e-1)"	"unprognostic (4.95e-2)"	"unprognostic (1.85e-2)"		"validated prognostic favorable (1.39e-5)"	"validated prognostic favorable (2.90e-5)"				"unprognostic (4.59e-2)"	"unprognostic (1.51e-1)"	"unprognostic (2.16e-2)"	"unprognostic (6.72e-2)"			"unprognostic (5.69e-2)"	"unprognostic (1.31e-2)"			"unprognostic (1.19e-1)"		"unprognostic (2.71e-3)"	"unprognostic (7.63e-2)"	"unprognostic (1.06e-2)"	"unprognostic (4.18e-2)"
TRPC7		ENSG00000069018	"Transient receptor potential cation channel subfamily C member 7"	Q9HCX4	5	136212745-136365545	"Predicted membrane proteins, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"Bipolar cells: 5.2;Enteroendocrine cells: 3.4;Inhibitory neurons: 9.7;Oocytes: 6.6;Proximal tubular cells: 5.4;Spermatocytes: 3.5"	"Cell type enhanced"	"Detected in many"		"lower rhombic lip: 52.8;midbrain-derived inhibitory: 97.6"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Adrenal gland - Adrenal medulla cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Early spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in some"			"CAB022592, HPA031126"	Uncertain						NA	NA					"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 65: Neurons - Synaptic function"	1			"CAB022592: , HPA031126: AB_10603221"																															
TRPM1	"CSNB1C, LTRPC1, MLSN1"	ENSG00000134160	"Transient receptor potential cation channel subfamily M member 1"	Q7Z4N2	15	31001065-31161160	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Sensory transduction, Transport, Vision"	"Ion channel, Ligand-gated ion channel, Receptor"	"Congenital stationary night blindness, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"retina: 17.0;skin 1: 4.7"	"Group enriched"	"Detected in some"	5	"Bipolar cells: 579.2;Melanocytes: 226.8"	"Cell type enriched"	"Detected in some"	4	"oligodendrocyte: 62.9"	"Cancer enriched"	"Detected in single"	263	"Skin Cuteneous Melanoma (TCGA): 35.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	248	"skin cancer: 38.0"	"Adipose visceral - Adipocytes (Visceral), Skin - Melanocytes, Testis - Early spermatids"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"olfactory bulb: 1.0"	"HPA014779, HPA071139"	Enhanced		Uncertain	"Golgi apparatus,Plasma membrane,Centriolar satellite"			NA	NA				"Cluster 39: Retina & Testis - Cilium"		"Cluster 9: Skin cancer - Melanin biosynthesis"	"Cluster 25: Bipolar cells - Visual perception"		"Centriolar satellite"	"Golgi apparatus, Plasma membrane"	"HPA014779: AB_2669090, HPA071139: "																											"unprognostic (4.56e-2)"				
TRPM3	"GON-2, KIAA1616, LTRPC3"	ENSG00000083067	"Transient receptor potential cation channel subfamily M member 3"	Q9HCF6	9	70529060-71446904	"Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"	"Cataract, Disease variant, Epilepsy, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	36	"choroid plexus: 676.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 858.3;Excitatory neurons: 376.7;Inhibitory neurons: 179.3;Muller glia cells: 155.8;Oligodendrocyte precursor cells: 99.0"	"Cell type enriched"	"Detected in all"	4	"choroid plexus epithelial cell: 25353.9"	"Cancer enhanced"	"Detected in some"		"Kidney Renal Clear Cell Carcinoma (TCGA): 3.1;Kidney Renal Papillary Cell Carcinoma (TCGA): 3.7"	"Region enriched"	"Detected in all"	15	"choroid plexus: 1433.9"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Brain cancer: 5.1;Rhabdoid: 10.6"	"Adipose visceral - Mesothelial cells, Kidney - Proximal tubular cells, Pancreas - Beta cells, Prostate - Fibroblasts, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA072650, HPA074393"	Enhanced		Uncertain	Vesicles			NA	NA				"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 34: Neurons - Neuronal signaling"		Vesicles		"HPA072650: , HPA074393: "							"unprognostic (8.52e-3)"	"unprognostic (1.97e-1)"			"potential prognostic favorable (1.03e-9)"	"unprognostic (1.07e-3)"	"potential prognostic favorable (1.52e-4)"										"unprognostic (5.71e-2)"						"unprognostic (1.08e-1)"		
TRPM4	FLJ20041	ENSG00000130529	"Transient receptor potential cation channel subfamily M member 4"	Q8TD43	19	49157741-49211836	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Adaptive immunity, Immunity, Ion transport, Transport"	"Calmodulin-binding, Ion channel"	"Disease variant, Palmoplantar keratoderma"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 183.0;Hepatocytes: 90.1;Intestinal goblet cells: 84.0;Prostatic glandular cells: 86.0"	"Low cell type specificity"	"Detected in many"			"Cancer enriched"	"Detected in all"	5	"Prostate Adenocarcinoma (TCGA): 154.3"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	8	"dendritic cells: 3.3;granulocytes: 2.8;monocytes: 4.3"	"Low cancer specificity"	"Detected in many"			"Prostate - Prostate glandular cells, Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA041169	Enhanced		Supported	"Nucleoplasm,Plasma membrane"			NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 45: Intestine - Digestion"	"Cluster 12: Non-specific - Vasculature"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 5: Enterocytes - Absorption"	9	"Nucleoplasm, Plasma membrane"		"HPA041169: AB_2677343"	"unprognostic (4.49e-2)"	"unprognostic (7.14e-2)"	"unprognostic (1.37e-1)"	"unprognostic (3.19e-1)"	"unprognostic (9.51e-2)"	"unprognostic (3.59e-2)"	"unprognostic (9.12e-2)"	"unprognostic (1.02e-3)"	"unprognostic (5.64e-2)"	"unprognostic (4.27e-2)"	"unprognostic (1.26e-1)"	"unprognostic (4.45e-3)"	"potential prognostic favorable (4.08e-4)"	"unprognostic (1.77e-1)"	"unprognostic (4.52e-2)"	"unprognostic (7.02e-2)"	"unprognostic (9.86e-2)"	"unprognostic (7.60e-2)"	"unprognostic (9.68e-3)"	"unprognostic (2.58e-2)"	"unprognostic (1.42e-1)"	"unprognostic (4.30e-3)"	"unprognostic (4.07e-3)"	"unprognostic (5.87e-2)"	"unprognostic (4.66e-2)"	"unprognostic (2.05e-1)"	"unprognostic (1.17e-1)"	"unprognostic (9.45e-2)"	"unprognostic (3.45e-1)"	"potential prognostic unfavorable (3.17e-4)"	"unprognostic (2.77e-2)"
TRPM5	"LTRPC5, MTR1"	ENSG00000070985	"Transient receptor potential cation channel subfamily M member 5"	Q9NZQ8	11	2404515-2444514	"Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Transport"	"Ion channel, Ligand-gated ion channel, Receptor, Voltage-gated channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"epididymis: 1.7;intestine: 3.2;pancreas: 2.3"	"Cell type enriched"	"Detected in some"	42	"Oocytes: 76.5"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Pancreatic Adenocarcinoma (TCGA): 3.3"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"colorectal cancer: 1.0"	"Colon - Colon enterocytes, Prostate - Urothelial cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 53: Non-specific - Glycosylation"		"Cluster 24: Non-specific - Unknown function"	"Cluster 44: Oocytes - Unknown function"	1									"unprognostic (2.90e-2)"																"unprognostic (2.37e-1)"				"unprognostic (8.37e-3)"					
TRPM6	"CHAK2, FLJ22628, HOMG, HSH"	ENSG00000119121	"Transient receptor potential cation channel subfamily M member 6"	Q9BX84	9	74722495-74888094	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel, Kinase, Serine/threonine-protein kinase, Transferase"	"Disease variant, Primary hypomagnesemia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"intestine: 16.0"	"Group enriched"	"Detected in some"	9	"Distal enterocytes: 76.8;Glandular and luminal cells: 27.8;Microglial cells: 37.6;Oligodendrocytes: 75.5;Proximal enterocytes: 19.3"	"Group enriched"	"Detected in many"	9	"endothelial cell: 369.5;oligodendrocyte: 117.3"	"Cancer enhanced"	"Detected in some"		"Testicular Germ Cell Tumor (TCGA): 4.3"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	6	"basophil: 23.2;neutrophil: 7.5"	"Lineage enriched"	"Detected in single"	44	"granulocytes: 23.2"	"Cancer enhanced"	"Detected in single"		"Gallbladder cancer: 2.9"	"Kidney - Intercalated cells, Skeletal muscle - Endothelial cells, Skin - Outer root sheath cells, Spleen - Neutrophils"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 45: Intestine - Digestion"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 5: Enterocytes - Absorption"							"unprognostic (1.44e-1)"		"unprognostic (4.39e-1)"	"unprognostic (5.32e-2)"		"unprognostic (9.62e-2)"		"unprognostic (1.25e-1)"													"unprognostic (3.10e-1)"		"potential prognostic favorable (2.86e-4)"	"unprognostic (1.66e-1)"			"unprognostic (1.92e-2)"		"unprognostic (8.36e-2)"
TRPM7	"CHAK1, LTRPC7, TRP-PLIK"	ENSG00000092439	"Transient receptor potential cation channel subfamily M member 7"	Q96QT4	15	50552473-50686797	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Necrosis, Transport"	"Calcium channel, Ion channel, Kinase, Serine/threonine-protein kinase, Transferase"	"Amyotrophic lateral sclerosis, Disease variant, FDA approved drug targets, Neurodegeneration, Parkinsonism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in all"	4	"parathyroid gland: 105.5"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 118.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035522, HPA052173"	Enhanced		Approved	"Nucleoplasm,Vesicles,Plasma membrane,Cytosol"			NA	NA			"Cluster 24: Non-specific - Transcription"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 31: Non-specific - Transcription"	"Cluster 58: Non-specific - Nuclear processes"	"Cluster 34: Neurons - Neuronal signaling"	11	"Vesicles, Plasma membrane"	"Nucleoplasm, Cytosol"	"HPA035522: , HPA052173: AB_2681749"	"unprognostic (5.36e-2)"	"unprognostic (5.19e-2)"	"unprognostic (2.05e-1)"	"unprognostic (4.12e-2)"	"unprognostic (5.77e-2)"	"unprognostic (3.61e-1)"	"unprognostic (1.49e-1)"	"unprognostic (2.28e-1)"	"unprognostic (5.51e-2)"	"unprognostic (2.17e-3)"	"potential prognostic favorable (4.75e-4)"	"unprognostic (2.20e-2)"	"unprognostic (1.37e-1)"	"unprognostic (3.34e-2)"	"unprognostic (1.60e-1)"	"unprognostic (2.72e-1)"	"unprognostic (8.81e-2)"	"unprognostic (2.28e-1)"	"unprognostic (1.20e-2)"	"unprognostic (6.87e-2)"	"unprognostic (1.96e-1)"	"unprognostic (3.79e-1)"	"unprognostic (9.83e-3)"	"unprognostic (4.01e-2)"	"unprognostic (2.38e-2)"	"unprognostic (4.12e-2)"	"unprognostic (5.89e-3)"	"unprognostic (1.52e-1)"	"unprognostic (2.17e-1)"	"unprognostic (4.70e-3)"	"unprognostic (1.20e-1)"
