Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
TAS2R39		ENSG00000236398	"Taste 2 receptor member 39"	P59534	7	143183419-143184435	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			HPA060680	Uncertain						NA	NA					"Cluster 30: White matter - Myelination"		"Cluster 48: Smooth muscle cells - Signal transduction"				"HPA060680: AB_2684341"																															
TAS2R4	T2R4	ENSG00000127364	"Taste 2 receptor member 4"	Q9NYW5	7	141776674-141781691	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	4	"brain: 5.0"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 7.7;Horizontal cells: 8.2;Prostatic glandular cells: 6.3"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 55: Non-specific - Transcription"							"unprognostic (9.96e-2)"			"unprognostic (2.82e-1)"		"unprognostic (1.76e-2)"															"unprognostic (2.45e-2)"			"unprognostic (5.47e-2)"					
TAS2R40	GPR60	ENSG00000221937	"Taste 2 receptor member 40"	P59535	7	143222037-143223079	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in single"	11	"neutrophil: 2.8"	"Lineage enriched"	"Detected in single"	11	"granulocytes: 2.8"	"Not detected"	"Not detected"			"Adipose visceral - Neutrophils, Spleen - Neutrophils"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA			"Cluster 21: Neutrophils - Unknown function"		"Cluster 30: White matter - Myelination"																																					
TAS2R41	T2R59	ENSG00000221855	"Taste 2 receptor member 41"	P59536	7	143477873-143478796	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA057063	Uncertain						NA	NA							"Cluster 16: Intestinal goblet cells - Mucin production"	1			"HPA057063: AB_2683324"																															
TAS2R42	"hT2R55, T2R24, T2R55, TAS2R55"	ENSG00000186136	"Taste 2 receptor member 42"	Q7RTR8	12	11185993-11186937	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA036149	Uncertain						NA	NA						"Cluster 24: Non-specific - Unknown function"					"HPA036149: AB_10672080"																															
TAS2R43	T2R52	ENSG00000255374	"Taste 2 receptor member 43"	P59537	12	11091287-11092313	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"																			NA	NA					"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 60: Prostate cancer - Unknown function"	"Cluster 74: Neutrophils - Degranulation"												"unprognostic (1.50e-1)"															"unprognostic (4.27e-3)"								
TAS2R46	T2R54	ENSG00000226761	"Taste 2 receptor member 46"	P59540	12	11061365-11062294	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in single"		"Bipolar cells: 1.1"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"																			NA	NA					"Cluster 30: White matter - Myelination"		"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"												"unprognostic (4.40e-2)"															"potential prognostic unfavorable (7.78e-4)"								
TAS2R5	T2R5	ENSG00000127366	"Taste 2 receptor member 5"	Q9NYW4	7	141790217-141791367	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low cell type specificity"	"Detected in some"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"												HPA053742			Approved	"Nucleoplasm,Nucleoli,Cytoplasmic bodies"			NA	NA				"Cluster 66: Non-specific - Transcription"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 76: Oligodendrocyte precursor - Unknown function"	6	"Nucleoplasm, Nucleoli"	"Cytoplasmic bodies"	"HPA053742: "			"unprognostic (5.61e-3)"			"unprognostic (1.30e-2)"	"unprognostic (8.69e-2)"	"unprognostic (7.81e-2)"			"unprognostic (3.84e-3)"		"unprognostic (7.61e-2)"		"unprognostic (1.01e-2)"		"unprognostic (1.27e-1)"		"unprognostic (1.03e-1)"				"unprognostic (2.36e-3)"			"potential prognostic favorable (7.62e-4)"			"unprognostic (2.60e-1)"		
TAS2R50	T2R51	ENSG00000212126	"Taste 2 receptor member 50"	P59544	12	10985913-10986912	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"																			NA	NA					"Cluster 9: Non-specific - Receptor signaling"		"Cluster 49: Non-specific - Transcription"												"unprognostic (6.89e-2)"															"unprognostic (5.53e-3)"								
TAS2R60	T2R60	ENSG00000185899	"Taste 2 receptor member 60"	P59551	7	143443453-143444409	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA030416	Uncertain						NA	NA						"Cluster 24: Non-specific - Unknown function"	"Cluster 58: Macrophages - Innate immune response"				"HPA030416: AB_10603344"																															
TAS2R7	"T2R7, TRB4"	ENSG00000121377	"Taste 2 receptor member 7"	Q9NYW3	12	10801532-10802627	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA								1																																		
TAS2R8	"T2R8, TRB5"	ENSG00000121314	"Taste 2 receptor member 8"	Q9NYW2	12	10806051-10807286	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"																			NA	NA							"Cluster 65: Neurons - Synaptic function"	2											"unprognostic (1.56e-1)"																							
TAS2R9	"T2R9, TRB6"	ENSG00000121381	"Taste 2 receptor member 9"	Q9NYW1	12	10809094-10810168	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"								"Not detected"	"Not detected"										NA	NA					"Cluster 53: Neurons - Mixed function"		"Cluster 73: B-cells - B-cell function"												"unprognostic (9.33e-2)"																							
TBXA2R		ENSG00000006638	"Thromboxane A2 receptor"	P21731	19	3594507-3606875	"Disease related genes, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in some"		"Adipocytes: 10.4;Endothelial cells: 8.6;Fibroblasts: 4.8;Lymphatic endothelial cells: 13.2;Schwann cells: 7.3;Smooth muscle cells: 8.2"	"Cell type enriched"	"Detected in some"	4	"pericyte: 43.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"naive B-cell: 11.1"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			HPA077366			Supported	"Nuclear speckles,Plasma membrane"			NA	NA			"Cluster 34: B-cells - Unknown function"	"Cluster 47: Spleen - Immune response"	"Cluster 6: Non-specific - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 57: Platelets - Hemostasis"	20	"Plasma membrane"	"Nuclear speckles"	"HPA077366: AB_2686836"	"unprognostic (6.48e-2)"	"unprognostic (9.85e-2)"	"unprognostic (7.09e-2)"	"unprognostic (2.63e-1)"	"unprognostic (1.49e-2)"	"unprognostic (2.38e-1)"	"unprognostic (7.24e-2)"	"unprognostic (1.91e-1)"	"unprognostic (2.67e-1)"	"unprognostic (3.28e-2)"	"validated prognostic favorable (7.55e-5)"	"validated prognostic favorable (9.61e-6)"	"unprognostic (1.22e-2)"	"unprognostic (3.24e-2)"	"potential prognostic favorable (7.80e-6)"	"unprognostic (5.37e-2)"		"unprognostic (5.59e-2)"		"unprognostic (1.98e-2)"		"unprognostic (4.04e-3)"	"unprognostic (1.71e-2)"	"unprognostic (1.06e-1)"	"unprognostic (2.77e-2)"	"unprognostic (1.36e-3)"	"unprognostic (4.85e-2)"	"unprognostic (7.26e-3)"	"unprognostic (1.39e-1)"	"unprognostic (4.51e-1)"	"unprognostic (3.95e-2)"
TRHR		ENSG00000174417	"Thyrotropin releasing hormone receptor"	P34981	8	109086585-109121565	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Congenital hypothyroidism, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in many"		"amygdala excitatory: 14.0;hippocampal dentate gyrus: 30.9"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA055162	Approved						NA	NA					"Cluster 29: Forebrain - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 65: Neurons - Synaptic function"	16			"HPA055162: AB_2732592"																															
TSHR	LGR3	ENSG00000165409	"Thyroid stimulating hormone receptor"	P16473	14	80954989-81146306	"Cancer-related genes, Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Cancer-related genes, Congenital hypothyroidism, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	13	"thyroid gland: 265.8"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 6.7;Inhibitory neurons: 11.8;Langerhans cells: 7.2;Microglial cells: 6.3;Oligodendrocytes: 8.8;Plasma cells: 14.3"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in some"	107	"Thyroid Carcinoma (TCGA): 266.1"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	5	"naive B-cell: 1.7;T-reg: 6.9"	"Group enriched"	"Detected in many"	5	"B-cells: 1.7;T-cells: 6.9"	"Cancer enhanced"	"Detected in some"		"Myeloma: 10.0"	"Minor Salivary Gland - Plasma cells, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in some"			"Region enhanced"	"Detected in single"		"hypothalamus: 1.8"	CAB000473	Approved				"Intracellular and membrane"	Receptor	NA	NA			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 9: Non-specific - Receptor signaling"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 61: Plasma cells - Immunoglobulins & histones"	14			"CAB000473: AB_2303782"			"unprognostic (1.57e-2)"			"unprognostic (3.33e-2)"	"unprognostic (1.37e-2)"	"unprognostic (8.50e-3)"			"unprognostic (1.72e-1)"	"unprognostic (3.95e-2)"							"unprognostic (1.88e-2)"	"unprognostic (6.52e-2)"	"unprognostic (1.18e-1)"					"unprognostic (1.77e-3)"		"unprognostic (1.69e-1)"		"unprognostic (1.00e-1)"	
UTS2R	GPR14	ENSG00000181408	"Urotensin 2 receptor"	Q9UKP6	17	82371765-82377458	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Testicular Germ Cell Tumor (TCGA): 2.4"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 2.0"	"Lineage enriched"	"Detected in single"	10	"granulocytes: 2.0"	"Cancer enhanced"	"Detected in many"		"Myeloma: 22.0"	"Heart muscle - Cardiomyocytes"																NA	NA			"Cluster 20: Non-specific - DNA binding"	"Cluster 21: Testis - Unknown function"	"Cluster 48: Non-specific - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 23: Plasma cells - Humoral immune response"							"unprognostic (1.73e-1)"																										"unprognostic (3.24e-1)"	"unprognostic (2.69e-2)"	
VIPR1	"HVR1, RDC1, VPAC1, VPAC1R"	ENSG00000114812	"Vasoactive intestinal peptide receptor 1"	P32241	3	42489299-42537573	"G-protein coupled receptors, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 128.1"	"Cell type enhanced"	"Detected in many"		"Basal prostatic cells: 39.6;Distal enterocytes: 54.6;Intestinal goblet cells: 52.2;Paneth cells: 89.4;Proximal enterocytes: 45.2"	"Cell type enhanced"	"Detected in many"		"deep-layer near-projecting: 65.5"	"Cancer enhanced"	"Detected in many"		"Prostate Adenocarcinoma (TCGA): 36.5"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	22	"dendritic cells: 2.1;monocytes: 1.8;T-cells: 2.7"	"Cancer enhanced"	"Detected in many"		"pancreatic cancer: 22.7"	"Colon - Colon enterocytes, Prostate - Prostate glandular cells"	"Group enriched"	"Detected in many"	4	"amygdala: 6.4;basal ganglia: 4.5;cerebral cortex: 9.6;hippocampal formation: 7.7;white matter: 2.5"	"Low region specificity"	"Detected in all"			HPA026777	Approved						NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 45: Intestine - Digestion"	"Cluster 53: Neurons - Mixed function"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 16: Intestinal goblet cells - Mucin production"	118			"HPA026777: AB_10604003"	"potential prognostic favorable (1.59e-4)"	"unprognostic (1.17e-1)"	"unprognostic (9.63e-2)"	"unprognostic (1.63e-1)"	"unprognostic (2.75e-2)"	"unprognostic (7.44e-2)"	"unprognostic (4.96e-2)"	"unprognostic (2.96e-2)"	"unprognostic (8.31e-3)"		"validated prognostic favorable (5.29e-5)"	"validated prognostic favorable (6.26e-4)"		"validated prognostic favorable (9.15e-4)"	"validated prognostic favorable (4.31e-4)"	"unprognostic (2.48e-3)"	"unprognostic (6.44e-2)"	"unprognostic (3.23e-1)"	"unprognostic (2.10e-1)"	"unprognostic (6.45e-2)"	"unprognostic (1.16e-1)"	"unprognostic (3.49e-2)"	"unprognostic (9.96e-2)"	"unprognostic (4.28e-1)"	"unprognostic (1.64e-1)"	"unprognostic (1.53e-2)"		"unprognostic (9.37e-2)"	"unprognostic (1.10e-1)"	"unprognostic (2.07e-2)"	"unprognostic (1.38e-1)"
